id,age,capital-gain,capital-loss,hours-per-week,class
18596,64,0,0,40,<=50K
18597,39,0,0,50,<=50K
18598,24,0,0,40,<=50K
18599,40,0,0,35,<=50K
18600,46,0,0,70,>50K
18601,35,0,0,40,>50K
18602,43,0,0,40,>50K
18603,31,0,0,40,<=50K
18604,22,0,0,25,<=50K
18605,35,0,0,30,<=50K
18606,35,0,0,50,<=50K
18607,35,0,0,40,<=50K
18608,40,0,0,40,>50K
18609,50,0,0,40,<=50K
18610,48,14084,0,63,>50K
18611,70,0,0,8,<=50K
18612,46,0,0,40,<=50K
18613,36,0,0,38,<=50K
18614,37,0,0,36,>50K
18615,24,0,0,45,<=50K
18616,47,0,0,70,<=50K
18617,35,0,0,50,<=50K
18618,43,0,0,40,<=50K
18619,18,0,0,20,<=50K
18620,54,0,0,50,<=50K
18621,62,0,0,38,<=50K
18622,36,0,0,48,>50K
18623,27,0,0,40,<=50K
18624,23,0,0,14,<=50K
18625,61,4386,0,15,>50K
18626,39,0,1669,60,<=50K
18627,33,0,0,50,>50K
18628,28,0,0,40,<=50K
18629,22,0,0,20,<=50K
18630,31,0,0,60,>50K
18631,26,0,0,30,<=50K
18632,44,0,0,50,>50K
18633,73,0,0,30,<=50K
18634,44,0,0,35,<=50K
18635,35,0,0,45,<=50K
18636,33,0,0,40,<=50K
18637,27,0,0,40,<=50K
18638,47,0,0,50,>50K
18639,29,0,0,45,>50K
18640,33,0,0,26,<=50K
18641,50,0,0,15,<=50K
18642,32,2829,0,40,<=50K
18643,41,0,0,40,<=50K
18644,19,0,0,35,<=50K
18645,45,0,0,60,>50K
18646,65,0,810,36,<=50K
18647,42,0,0,40,<=50K
18648,33,0,0,25,>50K
18649,32,99999,0,60,>50K
18650,42,0,0,40,>50K
18651,49,0,0,45,>50K
18652,38,0,0,45,<=50K
18653,38,0,0,50,<=50K
18654,37,0,0,52,<=50K
18655,24,0,0,30,<=50K
18656,27,0,0,50,<=50K
18657,25,0,0,40,<=50K
18658,29,0,0,50,<=50K
18659,46,0,0,70,<=50K
18660,44,0,0,96,<=50K
18661,26,0,0,40,<=50K
18662,46,0,0,49,>50K
18663,38,0,0,40,<=50K
18664,38,0,0,40,<=50K
18665,22,0,0,20,<=50K
18666,33,0,0,40,<=50K
18667,50,0,0,40,<=50K
18668,31,0,0,41,>50K
18669,26,0,0,4,<=50K
18670,42,0,0,38,<=50K
18671,27,0,0,40,<=50K
18672,34,0,0,45,>50K
18673,64,0,0,40,<=50K
18674,43,0,0,40,<=50K
18675,39,0,0,40,<=50K
18676,47,0,0,40,>50K
18677,56,0,0,66,<=50K
18678,25,0,0,20,<=50K
18679,60,0,0,35,<=50K
18680,52,0,0,44,<=50K
18681,43,594,0,16,<=50K
18682,46,0,0,40,<=50K
18683,19,0,0,30,<=50K
18684,56,0,0,20,<=50K
18685,22,0,0,40,<=50K
18686,28,0,0,40,<=50K
18687,39,0,0,30,<=50K
18688,28,0,0,40,<=50K
18689,31,0,0,50,>50K
18690,22,0,0,35,<=50K
18691,39,0,0,40,>50K
18692,39,0,0,40,>50K
18693,28,0,0,40,<=50K
18694,67,3818,0,11,<=50K
18695,31,0,0,35,<=50K
18696,50,0,0,40,<=50K
18697,34,3908,0,46,<=50K
18698,48,0,0,40,>50K
18699,51,0,0,40,<=50K
18700,54,0,0,40,<=50K
18701,44,0,0,40,<=50K
18702,20,0,0,20,<=50K
18703,37,0,0,40,<=50K
18704,38,0,0,40,<=50K
18705,59,0,0,40,<=50K
18706,59,0,0,50,<=50K
18707,51,0,0,48,>50K
18708,60,0,0,40,<=50K
18709,29,0,0,40,<=50K
18710,37,0,0,40,<=50K
18711,42,0,0,35,<=50K
18712,28,0,0,50,>50K
18713,34,0,0,40,<=50K
18714,50,0,0,40,>50K
18715,22,0,0,24,<=50K
18716,27,0,0,52,<=50K
18717,45,0,0,43,<=50K
18718,39,0,0,38,<=50K
18719,25,0,0,35,<=50K
18720,63,0,0,15,<=50K
18721,24,0,0,40,>50K
18722,18,0,0,30,<=50K
18723,19,0,0,40,<=50K
18724,23,0,0,38,<=50K
18725,20,0,0,40,<=50K
18726,17,0,0,24,<=50K
18727,63,0,0,40,>50K
18728,28,0,0,65,>50K
18729,51,0,0,50,>50K
18730,29,3325,0,45,<=50K
18731,64,0,0,12,<=50K
18732,17,0,0,25,<=50K
18733,45,6497,0,35,<=50K
18734,18,0,0,20,<=50K
18735,31,0,0,40,<=50K
18736,48,0,0,50,>50K
18737,41,0,0,45,<=50K
18738,65,20051,0,60,>50K
18739,27,0,0,40,<=50K
18740,39,0,0,40,<=50K
18741,51,0,0,8,>50K
18742,49,0,0,45,>50K
18743,58,0,0,40,<=50K
18744,36,0,1902,45,>50K
18745,25,0,0,40,<=50K
18746,41,0,0,37,<=50K
18747,31,0,0,40,<=50K
18748,63,4386,0,37,>50K
18749,50,0,0,40,<=50K
18750,63,0,0,40,<=50K
18751,44,0,0,99,<=50K
18752,48,0,0,65,<=50K
18753,51,0,0,50,<=50K
18754,18,0,0,15,<=50K
18755,23,0,0,25,<=50K
18756,31,5013,0,40,<=50K
18757,38,0,0,40,<=50K
18758,19,0,0,20,<=50K
18759,56,0,0,60,>50K
18760,31,0,0,20,<=50K
18761,46,0,0,40,<=50K
18762,39,0,0,50,>50K
18763,56,0,0,40,<=50K
18764,31,0,0,40,<=50K
18765,42,0,1977,40,>50K
18766,53,0,0,35,>50K
18767,18,0,0,15,<=50K
18768,18,0,1602,48,<=50K
18769,20,0,0,35,<=50K
18770,27,0,1848,45,>50K
18771,31,0,0,40,<=50K
18772,52,5013,0,40,<=50K
18773,46,0,0,40,<=50K
18774,30,0,0,24,<=50K
18775,26,0,0,40,<=50K
18776,48,0,0,50,>50K
18777,37,0,0,40,>50K
18778,29,0,0,40,<=50K
18779,49,7688,0,55,>50K
18780,24,0,0,40,<=50K
18781,74,0,2149,20,<=50K
18782,56,0,1887,67,>50K
18783,39,0,1741,40,<=50K
18784,21,0,0,40,<=50K
18785,29,0,2258,45,>50K
18786,43,0,0,45,<=50K
18787,23,2907,0,40,<=50K
18788,26,0,0,50,<=50K
18789,47,0,0,60,<=50K
18790,27,0,0,55,<=50K
18791,45,0,0,45,>50K
18792,30,0,0,70,<=50K
18793,35,7688,0,20,>50K
18794,33,0,0,40,<=50K
18795,37,0,0,40,>50K
18796,21,0,0,20,<=50K
18797,42,0,0,40,<=50K
18798,48,0,0,36,<=50K
18799,46,0,0,48,<=50K
18800,36,0,0,40,<=50K
18801,54,0,0,40,<=50K
18802,25,0,0,40,<=50K
18803,26,0,0,25,<=50K
18804,36,0,0,57,<=50K
18805,56,0,0,20,<=50K
18806,37,0,0,40,<=50K
18807,26,0,0,40,>50K
18808,23,0,0,25,<=50K
18809,23,0,0,40,<=50K
18810,41,0,0,40,<=50K
18811,55,0,0,50,>50K
18812,39,0,0,40,>50K
18813,67,0,0,35,<=50K
18814,60,0,0,50,<=50K
18815,54,0,0,40,<=50K
18816,38,0,0,40,>50K
18817,47,3103,0,40,>50K
18818,49,0,0,42,>50K
18819,19,0,0,24,<=50K
18820,20,0,0,40,<=50K
18821,66,0,0,35,<=50K
18822,22,0,0,25,<=50K
18823,51,0,0,42,>50K
18824,19,0,0,40,<=50K
18825,36,0,0,40,<=50K
18826,33,0,0,60,>50K
18827,41,0,1980,56,<=50K
18828,90,9386,0,50,>50K
18829,78,0,0,60,<=50K
18830,36,0,0,40,<=50K
18831,30,0,0,55,<=50K
18832,35,0,0,40,<=50K
18833,46,0,0,45,>50K
18834,38,0,0,40,<=50K
18835,24,0,0,40,<=50K
18836,40,0,0,40,<=50K
18837,49,0,0,40,<=50K
18838,19,0,0,30,<=50K
18839,77,0,0,20,<=50K
18840,46,0,0,56,>50K
18841,41,0,0,40,<=50K
18842,28,0,0,77,<=50K
18843,21,0,0,40,<=50K
18844,24,0,0,40,<=50K
18845,36,0,0,45,<=50K
18846,23,0,0,25,<=50K
18847,38,0,2051,40,<=50K
18848,29,0,0,40,<=50K
18849,38,0,0,50,>50K
18850,47,0,0,40,>50K
18851,39,0,0,40,<=50K
18852,40,0,0,48,<=50K
18853,21,0,0,40,<=50K
18854,32,0,0,40,<=50K
18855,23,0,0,40,<=50K
18856,44,0,0,40,<=50K
18857,37,0,0,40,<=50K
18858,70,0,0,20,<=50K
18859,51,0,1977,40,>50K
18860,66,0,0,30,<=50K
18861,57,0,0,40,<=50K
18862,36,0,0,40,>50K
18863,48,0,0,60,>50K
18864,24,0,0,40,<=50K
18865,51,0,0,40,>50K
18866,43,0,0,50,>50K
18867,27,0,0,60,<=50K
18868,32,0,0,40,<=50K
18869,20,0,0,35,<=50K
18870,33,0,0,40,<=50K
18871,19,0,0,40,<=50K
18872,32,0,0,60,>50K
18873,35,0,0,40,>50K
18874,26,5013,0,60,<=50K
18875,39,0,0,60,<=50K
18876,24,0,0,75,<=50K
18877,45,0,0,40,>50K
18878,20,0,0,40,<=50K
18879,49,0,0,45,<=50K
18880,35,0,0,40,<=50K
18881,30,0,0,40,<=50K
18882,23,0,1617,25,<=50K
18883,33,0,0,45,<=50K
18884,35,0,0,50,<=50K
18885,31,0,0,50,<=50K
18886,20,0,0,25,<=50K
18887,44,0,0,40,<=50K
18888,33,0,0,40,<=50K
18889,50,0,0,40,<=50K
18890,25,0,0,40,<=50K
18891,28,0,0,40,<=50K
18892,60,0,0,40,>50K
18893,38,0,0,40,<=50K
18894,38,0,0,40,<=50K
18895,57,0,2258,40,<=50K
18896,50,0,0,40,>50K
18897,39,0,0,40,<=50K
18898,69,1424,0,6,<=50K
18899,51,0,2444,39,>50K
18900,42,0,0,40,<=50K
18901,53,0,0,50,>50K
18902,37,0,0,40,<=50K
18903,37,0,0,40,<=50K
18904,38,7298,0,50,>50K
18905,20,0,0,24,<=50K
18906,38,0,0,38,<=50K
18907,52,0,0,48,>50K
18908,48,0,0,50,>50K
18909,30,0,0,40,>50K
18910,37,0,1848,65,>50K
18911,47,0,0,45,<=50K
18912,33,0,0,60,<=50K
18913,33,0,0,35,<=50K
18914,20,0,0,15,<=50K
18915,41,0,0,40,<=50K
18916,32,0,1485,45,>50K
18917,54,0,0,50,<=50K
18918,36,0,0,40,<=50K
18919,46,0,0,40,<=50K
18920,45,0,0,40,>50K
18921,18,0,0,16,<=50K
18922,62,0,0,60,<=50K
18923,33,0,0,40,<=50K
18924,42,0,0,40,<=50K
18925,18,0,0,40,<=50K
18926,32,0,0,40,<=50K
18927,43,0,0,40,<=50K
18928,20,0,0,25,<=50K
18929,50,0,0,45,<=50K
18930,42,0,0,43,>50K
18931,36,0,0,40,<=50K
18932,22,0,0,40,<=50K
18933,30,0,0,40,<=50K
18934,33,0,0,40,<=50K
18935,43,0,0,43,<=50K
18936,38,0,0,40,<=50K
18937,34,0,0,14,<=50K
18938,40,0,0,45,<=50K
18939,40,0,0,40,<=50K
18940,41,0,0,50,>50K
18941,57,0,0,50,>50K
18942,65,0,1648,4,<=50K
18943,52,0,0,50,<=50K
18944,59,99999,0,40,>50K
18945,18,2176,0,25,<=50K
18946,48,0,0,45,<=50K
18947,45,0,0,40,<=50K
18948,24,0,0,40,<=50K
18949,27,0,0,40,<=50K
18950,40,15024,0,50,>50K
18951,44,5013,0,40,<=50K
18952,24,0,0,50,<=50K
18953,71,0,0,16,<=50K
18954,17,0,0,40,<=50K
18955,57,3137,0,40,<=50K
18956,71,9386,0,30,>50K
18957,37,0,0,40,<=50K
18958,33,0,0,40,<=50K
18959,41,0,0,40,<=50K
18960,25,0,0,40,<=50K
18961,42,0,0,15,<=50K
18962,18,0,0,50,<=50K
18963,34,0,0,40,<=50K
18964,57,0,0,40,<=50K
18965,27,0,0,45,<=50K
18966,46,0,0,8,<=50K
18967,64,3674,0,35,<=50K
18968,24,0,0,20,<=50K
18969,23,0,0,30,<=50K
18970,33,0,0,40,<=50K
18971,58,2202,0,56,<=50K
18972,25,0,0,40,<=50K
18973,44,0,0,55,<=50K
18974,53,0,0,40,>50K
18975,38,0,0,35,>50K
18976,36,0,0,45,>50K
18977,25,0,0,40,<=50K
18978,54,0,0,40,<=50K
18979,31,0,0,40,<=50K
18980,18,0,0,40,<=50K
18981,40,0,0,40,<=50K
18982,26,0,0,40,<=50K
18983,68,20051,0,50,>50K
18984,33,2202,0,50,<=50K
18985,22,0,0,55,<=50K
18986,50,0,0,40,<=50K
18987,24,0,0,30,<=50K
18988,44,0,0,40,<=50K
18989,37,0,0,40,<=50K
18990,34,0,0,40,<=50K
18991,45,0,0,45,>50K
18992,77,0,0,8,>50K
18993,25,0,0,35,<=50K
18994,20,0,0,40,<=50K
18995,46,0,0,40,<=50K
18996,26,0,0,40,<=50K
18997,45,0,0,25,<=50K
18998,70,0,0,4,<=50K
18999,57,0,0,40,>50K
19000,28,0,0,40,<=50K
19001,35,0,0,16,<=50K
19002,36,7688,0,45,>50K
19003,32,0,0,40,<=50K
19004,29,0,0,50,>50K
19005,36,0,0,45,<=50K
19006,19,0,0,30,<=50K
19007,27,0,0,20,<=50K
19008,48,0,0,55,>50K
19009,49,0,0,50,<=50K
19010,55,0,1977,20,>50K
19011,61,0,0,82,<=50K
19012,42,15024,0,40,>50K
19013,42,0,0,40,<=50K
19014,30,0,0,40,<=50K
19015,32,0,0,40,<=50K
19016,37,0,0,40,>50K
19017,35,0,0,45,<=50K
19018,30,0,0,40,<=50K
19019,30,0,0,20,>50K
19020,55,0,0,70,>50K
19021,36,0,0,40,<=50K
19022,33,0,0,48,<=50K
19023,56,0,0,40,>50K
19024,26,0,2002,40,<=50K
19025,37,0,0,40,<=50K
19026,28,0,0,60,<=50K
19027,38,0,0,50,<=50K
19028,76,0,0,20,<=50K
19029,35,0,0,40,<=50K
19030,48,0,0,43,<=50K
19031,35,0,0,40,<=50K
19032,39,0,0,40,<=50K
19033,64,0,0,40,<=50K
19034,22,0,0,40,<=50K
19035,45,0,0,40,>50K
19036,27,0,0,40,<=50K
19037,43,0,0,50,>50K
19038,23,0,0,37,<=50K
19039,25,0,1602,40,<=50K
19040,39,0,0,50,>50K
19041,63,0,0,35,<=50K
19042,37,0,0,40,>50K
19043,26,0,0,40,<=50K
19044,33,0,0,40,<=50K
19045,45,0,0,70,<=50K
19046,28,0,0,40,<=50K
19047,20,0,0,20,<=50K
19048,34,0,0,20,<=50K
19049,34,0,0,40,<=50K
19050,41,0,0,40,>50K
19051,38,0,0,50,>50K
19052,36,7688,0,40,>50K
19053,38,0,0,40,<=50K
19054,46,99999,0,72,>50K
19055,43,0,0,60,<=50K
19056,49,0,0,30,<=50K
19057,26,0,0,35,<=50K
19058,28,0,0,35,<=50K
19059,54,0,0,40,>50K
19060,53,0,0,40,<=50K
19061,24,0,0,50,<=50K
19062,23,0,0,30,<=50K
19063,55,0,0,40,<=50K
19064,58,0,0,40,<=50K
19065,26,0,0,40,<=50K
19066,19,0,0,20,<=50K
19067,28,0,0,40,<=50K
19068,45,0,0,52,<=50K
19069,30,0,0,45,>50K
19070,76,0,0,33,<=50K
19071,47,0,0,40,<=50K
19072,34,2174,0,40,<=50K
19073,40,0,0,35,>50K
19074,24,0,0,25,<=50K
19075,30,7688,0,50,>50K
19076,67,10605,0,10,>50K
19077,24,0,0,40,<=50K
19078,43,0,0,40,<=50K
19079,29,0,0,40,<=50K
19080,40,0,0,40,<=50K
19081,61,0,0,40,<=50K
19082,45,7688,0,45,>50K
19083,21,0,0,50,<=50K
19084,58,7688,0,40,>50K
19085,52,0,0,40,<=50K
19086,34,0,0,40,<=50K
19087,20,594,0,20,<=50K
19088,25,0,0,40,<=50K
19089,46,0,0,40,<=50K
19090,54,0,0,40,<=50K
19091,43,0,0,40,>50K
19092,25,0,0,40,<=50K
19093,21,0,0,25,<=50K
19094,65,11678,0,50,>50K
19095,37,0,0,40,<=50K
19096,29,10520,0,40,>50K
19097,44,0,0,40,>50K
19098,37,7688,0,40,>50K
19099,38,0,0,40,<=50K
19100,35,5013,0,70,<=50K
19101,32,0,0,40,<=50K
19102,44,0,0,60,<=50K
19103,39,0,0,30,<=50K
19104,23,0,0,25,<=50K
19105,25,0,0,45,>50K
19106,23,0,0,28,<=50K
19107,47,0,0,40,<=50K
19108,47,0,0,45,<=50K
19109,25,0,0,40,<=50K
19110,35,0,0,45,<=50K
19111,68,0,0,40,<=50K
19112,50,3103,0,40,>50K
19113,47,0,0,40,<=50K
19114,35,0,0,45,>50K
19115,24,0,0,40,<=50K
19116,21,2176,0,40,<=50K
19117,35,0,0,40,>50K
19118,30,0,0,40,<=50K
19119,17,0,0,20,<=50K
19120,49,0,0,40,<=50K
19121,27,0,0,60,<=50K
19122,22,0,0,15,<=50K
19123,22,0,0,40,<=50K
19124,50,0,0,2,<=50K
19125,51,0,0,38,>50K
19126,27,0,0,30,<=50K
19127,27,0,0,20,<=50K
19128,23,0,0,35,<=50K
19129,20,0,0,40,<=50K
19130,42,0,0,48,<=50K
19131,32,99999,0,40,>50K
19132,45,0,0,38,>50K
19133,35,0,0,80,<=50K
19134,22,0,0,40,<=50K
19135,34,0,0,38,<=50K
19136,28,0,0,40,<=50K
19137,38,0,0,24,<=50K
19138,48,0,0,42,>50K
19139,22,0,0,40,<=50K
19140,34,0,0,40,<=50K
19141,25,0,0,50,>50K
19142,23,0,0,40,<=50K
19143,38,0,0,60,>50K
19144,43,0,0,40,<=50K
19145,49,0,0,40,>50K
19146,23,0,0,40,<=50K
19147,57,0,0,40,<=50K
19148,24,0,0,40,<=50K
19149,44,0,0,58,>50K
19150,34,0,0,50,<=50K
19151,29,0,0,40,<=50K
19152,29,0,0,40,<=50K
19153,35,0,0,50,>50K
19154,48,0,0,40,<=50K
19155,38,0,0,36,<=50K
19156,42,0,0,50,<=50K
19157,53,0,0,40,<=50K
19158,29,0,0,55,<=50K
19159,59,0,0,72,<=50K
19160,31,0,0,40,<=50K
19161,34,0,0,40,<=50K
19162,51,0,2559,50,>50K
19163,25,4416,0,40,<=50K
19164,28,0,0,10,<=50K
19165,30,0,1848,40,>50K
19166,46,0,0,48,<=50K
19167,45,0,0,40,<=50K
19168,23,0,0,40,<=50K
19169,33,0,0,42,<=50K
19170,44,0,0,20,>50K
19171,25,0,0,40,<=50K
19172,48,0,0,40,<=50K
19173,23,0,0,40,<=50K
19174,33,3103,0,50,>50K
19175,20,0,0,30,<=50K
19176,23,0,0,40,<=50K
19177,71,0,0,40,<=50K
19178,22,0,0,40,<=50K
19179,36,15024,0,50,>50K
19180,27,0,0,60,<=50K
19181,40,0,0,35,<=50K
19182,30,0,0,50,<=50K
19183,30,0,0,40,<=50K
19184,30,0,0,40,<=50K
19185,35,5013,0,40,<=50K
19186,39,0,0,40,<=50K
19187,39,0,0,50,<=50K
19188,74,0,0,40,<=50K
19189,32,15024,0,50,>50K
19190,25,0,0,40,<=50K
19191,64,0,0,40,<=50K
19192,47,7298,0,40,>50K
19193,37,0,0,37,>50K
19194,47,0,0,40,>50K
19195,33,0,0,40,>50K
19196,40,0,0,40,>50K
19197,22,0,0,80,<=50K
19198,56,0,0,40,<=50K
19199,37,0,0,55,<=50K
19200,30,0,0,70,<=50K
19201,20,0,0,35,<=50K
19202,53,15024,0,38,>50K
19203,43,0,0,48,>50K
19204,23,0,0,40,<=50K
19205,43,0,0,30,<=50K
19206,30,0,0,40,<=50K
19207,20,0,0,46,<=50K
19208,22,0,0,40,<=50K
19209,38,0,0,50,<=50K
19210,54,0,0,40,<=50K
19211,23,0,0,40,<=50K
19212,46,0,0,40,<=50K
19213,59,0,0,40,<=50K
19214,28,0,0,50,<=50K
19215,18,0,0,25,<=50K
19216,41,0,0,40,<=50K
19217,42,0,0,48,<=50K
19218,58,0,0,40,>50K
19219,24,0,0,50,<=50K
19220,39,0,0,45,>50K
19221,28,0,1980,35,<=50K
19222,25,0,0,55,<=50K
19223,29,0,0,54,<=50K
19224,53,0,0,40,<=50K
19225,63,0,0,40,<=50K
19226,26,0,0,38,<=50K
19227,21,3674,0,50,<=50K
19228,45,0,0,40,>50K
19229,29,0,0,40,<=50K
19230,72,0,1258,40,<=50K
19231,51,0,0,40,<=50K
19232,21,0,0,40,<=50K
19233,38,0,0,40,<=50K
19234,38,0,0,40,>50K
19235,46,0,0,41,<=50K
19236,31,0,0,60,>50K
19237,68,0,0,90,<=50K
19238,43,0,0,40,<=50K
19239,21,0,0,40,<=50K
19240,44,0,0,3,<=50K
19241,56,0,0,40,>50K
19242,20,0,0,12,<=50K
19243,36,5178,0,40,>50K
19244,21,0,0,25,<=50K
19245,21,99999,0,40,>50K
19246,52,0,0,40,<=50K
19247,56,99999,0,70,>50K
19248,52,0,2824,20,>50K
19249,51,0,0,25,<=50K
19250,29,0,0,40,<=50K
19251,36,0,0,55,<=50K
19252,29,0,0,55,<=50K
19253,21,0,0,30,<=50K
19254,58,0,0,40,<=50K
19255,37,0,0,40,<=50K
19256,50,0,0,45,<=50K
19257,30,0,0,50,<=50K
19258,29,0,0,30,<=50K
19259,48,0,0,40,<=50K
19260,50,0,0,40,<=50K
19261,39,0,0,25,>50K
19262,35,0,0,55,<=50K
19263,54,7688,0,25,>50K
19264,24,0,0,25,<=50K
19265,20,0,0,45,<=50K
19266,30,0,0,55,>50K
19267,19,0,0,30,<=50K
19268,26,0,0,40,<=50K
19269,38,0,1977,99,>50K
19270,25,0,0,40,<=50K
19271,33,0,0,50,<=50K
19272,60,7298,0,40,>50K
19273,30,0,0,40,<=50K
19274,30,0,0,40,<=50K
19275,19,0,0,40,<=50K
19276,23,0,0,40,<=50K
19277,27,0,0,40,>50K
19278,20,0,0,40,<=50K
19279,39,0,0,52,<=50K
19280,33,0,0,45,<=50K
19281,65,0,0,24,<=50K
19282,34,0,0,50,>50K
19283,20,0,0,25,<=50K
19284,23,0,0,40,<=50K
19285,25,0,0,40,<=50K
19286,28,0,1564,50,>50K
19287,31,0,0,25,<=50K
19288,28,6849,0,40,<=50K
19289,37,0,0,40,<=50K
19290,52,0,1977,50,>50K
19291,66,3273,0,40,<=50K
19292,31,0,0,40,<=50K
19293,37,0,0,50,>50K
19294,45,5013,0,45,<=50K
19295,45,0,0,40,<=50K
19296,44,0,0,60,<=50K
19297,32,0,0,40,<=50K
19298,35,0,0,60,>50K
19299,53,0,0,40,<=50K
19300,54,3103,0,40,>50K
19301,43,0,0,40,<=50K
19302,30,0,0,40,<=50K
19303,49,3325,0,50,<=50K
19304,52,0,0,57,>50K
19305,20,0,0,4,<=50K
19306,60,0,1977,40,>50K
19307,45,0,0,40,<=50K
19308,48,7298,0,60,>50K
19309,28,0,0,60,>50K
19310,61,0,0,40,>50K
19311,48,0,0,40,<=50K
19312,32,0,0,45,<=50K
19313,27,0,0,30,<=50K
19314,38,0,0,35,<=50K
19315,33,0,0,20,<=50K
19316,43,0,0,50,>50K
19317,36,0,0,60,<=50K
19318,38,0,0,40,<=50K
19319,24,0,0,40,<=50K
19320,22,0,0,40,<=50K
19321,30,0,0,40,<=50K
19322,55,0,0,40,>50K
19323,46,15024,0,55,>50K
19324,39,0,0,50,<=50K
19325,50,0,1485,40,<=50K
19326,34,0,974,40,<=50K
19327,47,0,0,60,>50K
19328,46,0,0,40,<=50K
19329,23,0,0,60,<=50K
19330,43,0,1617,72,<=50K
19331,45,0,0,40,<=50K
19332,55,0,0,40,<=50K
19333,68,0,0,8,<=50K
19334,39,0,0,40,<=50K
19335,39,0,0,40,<=50K
19336,37,0,0,40,<=50K
19337,19,0,0,40,<=50K
19338,20,0,0,20,<=50K
19339,49,0,0,40,<=50K
19340,33,0,0,40,<=50K
19341,21,0,0,35,<=50K
19342,72,0,0,3,<=50K
19343,58,0,0,35,>50K
19344,43,0,0,55,<=50K
19345,62,0,0,21,<=50K
19346,21,0,0,20,<=50K
19347,26,0,0,60,<=50K
19348,27,0,0,40,<=50K
19349,34,0,1902,38,>50K
19350,49,0,0,40,<=50K
19351,28,0,0,40,<=50K
19352,34,0,1887,48,>50K
19353,29,0,0,40,>50K
19354,58,0,0,50,>50K
19355,45,0,0,40,<=50K
19356,47,0,0,40,<=50K
19357,53,0,0,40,>50K
19358,52,5013,0,40,<=50K
19359,47,0,0,15,<=50K
19360,36,0,1887,40,>50K
19361,48,7688,0,65,>50K
19362,35,0,0,40,>50K
19363,49,0,1902,50,>50K
19364,43,0,0,45,<=50K
19365,33,0,0,50,>50K
19366,49,0,0,40,<=50K
19367,17,0,0,20,<=50K
19368,28,0,0,30,<=50K
19369,25,0,0,40,<=50K
19370,69,0,0,20,<=50K
19371,41,0,0,60,<=50K
19372,31,0,0,40,>50K
19373,57,0,0,40,>50K
19374,49,0,1848,44,>50K
19375,40,0,0,40,>50K
19376,55,0,1977,50,>50K
19377,47,0,0,60,<=50K
19378,50,0,0,40,<=50K
19379,36,0,0,50,<=50K
19380,17,0,0,25,<=50K
19381,30,0,0,40,>50K
19382,79,0,0,40,<=50K
19383,42,0,0,40,>50K
19384,67,0,0,50,<=50K
19385,36,0,0,45,>50K
19386,35,0,0,50,>50K
19387,27,0,0,40,<=50K
19388,21,0,0,40,<=50K
19389,46,0,0,40,<=50K
19390,45,0,1902,45,>50K
19391,20,0,0,40,<=50K
19392,17,0,0,20,<=50K
19393,40,4787,0,50,>50K
19394,28,0,0,40,>50K
19395,33,0,0,40,<=50K
19396,55,0,0,40,<=50K
19397,55,0,0,50,<=50K
19398,47,0,0,40,<=50K
19399,52,15024,0,60,>50K
19400,29,0,0,40,<=50K
19401,36,0,0,35,<=50K
19402,37,0,0,70,<=50K
19403,41,0,1980,40,<=50K
19404,43,0,0,48,>50K
19405,24,2105,0,50,<=50K
19406,39,0,0,60,<=50K
19407,47,0,0,50,<=50K
19408,42,0,0,45,<=50K
19409,39,0,2258,42,>50K
19410,48,0,0,60,<=50K
19411,47,0,1977,50,>50K
19412,27,0,0,40,<=50K
19413,29,0,0,40,<=50K
19414,22,0,0,30,<=50K
19415,37,0,0,44,<=50K
19416,38,0,0,60,<=50K
19417,32,4508,0,40,<=50K
19418,48,0,0,80,<=50K
19419,46,0,0,50,<=50K
19420,51,0,0,38,<=50K
19421,28,5013,0,55,<=50K
19422,35,0,0,40,<=50K
19423,18,0,0,30,<=50K
19424,45,0,0,40,<=50K
19425,36,0,0,40,<=50K
19426,73,0,0,10,<=50K
19427,52,0,0,40,<=50K
19428,17,0,0,40,<=50K
19429,29,0,0,40,>50K
19430,31,0,0,40,>50K
19431,20,0,0,10,<=50K
19432,42,5178,0,40,>50K
19433,37,0,0,40,<=50K
19434,40,0,0,40,<=50K
19435,32,0,0,45,>50K
19436,29,0,0,55,>50K
19437,20,0,0,40,<=50K
19438,26,0,0,40,>50K
19439,25,3674,0,30,<=50K
19440,37,0,0,80,>50K
19441,18,0,0,24,<=50K
19442,33,0,0,50,<=50K
19443,26,0,0,40,<=50K
19444,24,0,0,30,<=50K
19445,33,0,0,25,<=50K
19446,23,0,0,40,<=50K
19447,20,0,0,40,<=50K
19448,36,0,0,50,<=50K
19449,37,0,0,50,<=50K
19450,24,0,0,35,<=50K
19451,38,0,0,50,>50K
19452,50,0,0,45,<=50K
19453,44,0,0,40,>50K
19454,46,0,1887,40,>50K
19455,57,0,0,40,<=50K
19456,37,0,0,70,<=50K
19457,44,0,0,55,<=50K
19458,21,0,0,30,<=50K
19459,31,0,0,40,>50K
19460,32,7298,0,42,>50K
19461,45,0,0,60,>50K
19462,20,0,0,40,<=50K
19463,52,0,0,50,<=50K
19464,47,0,0,25,<=50K
19465,41,0,0,40,<=50K
19466,40,0,0,60,>50K
19467,41,0,0,40,>50K
19468,46,0,1902,50,>50K
19469,49,0,0,40,<=50K
19470,65,0,0,40,<=50K
19471,50,0,0,40,<=50K
19472,59,0,0,40,>50K
19473,18,0,0,25,<=50K
19474,47,7688,0,45,>50K
19475,47,5178,0,30,>50K
